494261,2016,1,4,95,CAR
71441,2013,2,3,57,DET
2505472,2013,0,1,30,ATL
2506889,2015,3,1,150,IND
2506889,2013,1.5,1,141,CLE
2495717,2016,0,1,53,NYJ
2495717,2015,0,5,39,NYJ
2495717,2014,0,2,47,NE
2495717,2013,1,2,50,TB
2549981,2015,0,3,65,SF
2505116,2014,2,1,83,ARI
2553488,2015,0,1,36,CHI
71197,2013,5,1,59,PHI
2540180,2016,1,1,35,ARI
2540180,2015,1,5,89,ARI
2540180,2014,0,1,38,ARI
2540180,2013,1,2,68,ARI
494265,2016,0,3,42,TEN
494265,2015,0,1,30,TEN
494265,2014,0,5,53,SF
2550236,2015,0,1,13,DAL
2495614,2015,1,1,101,TEN
2495614,2014,3,2,112,TEN
2495614,2013,0,1,82,TEN
2550262,2016,0,1,70,GB
2507180,2013,2.5,1,26,LV
2539946,2014,0,1,55,JAX
2539946,2013,0,2,32,JAX
89758,2014,5,1,45,TB
89758,2013,5.5,1,35,SEA
2307,2016,2,1,46,DAL
2307,2014,1,2,55,DAL
2307,2013,2,2,64,DAL
2555175,2016,0,2,59,CAR
2543592,2014,0,1,75,DAL
2541629,2016,0,1,35,IND
2541629,2014,0,1,31,HOU
497286,2015,0,1,10,BUF
2499257,2015,0,1,21,CAR
2505923,2013,10,1,35,DEN
2540288,2016,1,2,44,DET
2540288,2015,0,2,59,DET
2540288,2014,0,2,61,DET
2533542,2014,0,3,41,MIN
2534866,2013,0,1,28,SF
494307,2016,0,3,68,DEN
494307,2015,0,1,63,DEN
494307,2014,0,1,53,BAL
2495712,2016,1.5,1,133,JAX
2495712,2015,1,3,133,JAX
2495712,2013,3,2,162,JAX
2495108,2015,0,1,63,NYG
2495108,2014,0,3,46,NYG
2495108,2013,0,1,85,NYG
2543461,2016,5,1,31,BAL
2555255,2016,0,1,48,ATL
2495177,2014,1.5,2,40,NYJ
89756,2016,0,2,69,TEN
89756,2014,0,3,85,TEN
2550613,2016,1,4,63,NE
2550613,2015,0,2,67,NE
2539266,2016,1,1,52,TEN
2539266,2014,1,1,32,TEN
2540162,2016,1,2,92,NE
2540162,2015,0,4,74,NE
2540162,2014,0,2,42,NE
2540162,2013,1.5,5,35,NE
2530491,2014,0,1,22,DET
2532878,2014,0,1,45,TB
2532878,2013,0,1,62,TB
2540152,2016,0,1,62,SF
2540152,2014,0,3,41,SF
2540152,2013,0,4,77,SF
2541162,2016,1,1,63,HOU
2541162,2015,0,2,16,HOU
2541162,2014,0,3,59,HOU
2543464,2016,0,4,92,BAL
2543464,2014,3,2,133,BAL
2506883,2013,11,1,46,KC
2539240,2016,1,3,58,GB
2539240,2015,1,3,55,GB
2539240,2014,1,2,59,GB
79852,2016,0,1,27,CIN
79852,2015,0,1,75,CIN
79852,2014,0,1,59,CIN
79852,2013,1,1,75,CIN
2534761,2013,1,1,4,JAX
326,2013,1,1,67,NYG
2540170,2016,0,2,64,LV
2540170,2015,0,4,58,LV
2540170,2013,0,2,48,WAS
496937,2015,2.5,1,128,DAL
496937,2013,0,4,99,DAL
79844,2013,1,2,101,MIA
2539319,2014,8,1,30,ARI
2506472,2013,0,1,14,LA
2506398,2015,1.5,1,30,ATL
2505492,2013,7.5,1,47,ATL
2550842,2016,0,1,38,SD
2550842,2015,0,1,19,SD
2539234,2016,0,1,42,MIA
2539234,2015,1,1,62,BUF
2539234,2014,0,2,2,BUF
2540140,2015,0,1,24,CLE
2555344,2016,0,3,65,PIT
2543505,2016,1,2,39,DEN
2543505,2015,0,1,40,DEN
2543505,2014,1,2,65,DEN
2495201,2015,6,1,53,CHI
2532946,2015,0,2,60,TEN
2505625,2015,0,2,55,CAR
2505625,2013,0,3,41,CHI
2552315,2016,1,5,85,PHI
2552315,2015,1,2,50,PHI
2505506,2013,0,2,26,CAR
2533056,2016,2,1,102,CAR
2533056,2015,1,4,118,CAR
2533056,2014,3,1,153,CAR
2533056,2013,2,4,156,CAR
494267,2014,0,1,4,TEN
2550605,2016,1,2,33,NYJ
2550605,2015,1.5,6,27,NYJ
2550605,2014,0,1,36,NYJ
2525323,2016,0.5,2,69,MIN
2525323,2015,0.5,1,74,MIN
2525323,2013,0,1,84,MIN
494323,2016,1,1,87,DEN
494323,2014,2,2,74,DEN
494323,2013,1.5,2,112,CLE
2541243,2016,0,1,29,NE
2541243,2015,0,3,20,NE
2541243,2014,0,1,12,NE
2541243,2013,0,2,31,NE
494317,2016,0,1,16,TB
494317,2015,0.5,1,56,TB
494317,2014,0,2,76,TB
494317,2013,0,5,57,TEN
2530510,2016,0,2,63,DEN
2530510,2015,0,2,58,DEN
2530510,2014,1,3,54,DEN
2530510,2013,0,3,65,DEN
2532848,2016,0,1,41,JAX
2532848,2015,0,2,60,CLE
2532848,2014,0,6,52,CLE
2532848,2013,0,5,95,CLE
2532920,2016,0,3,67,WAS
2532920,2015,0,4,56,CAR
2532920,2014,0,2,48,CAR
2507469,2013,0,2,65,LV
2495872,2015,0,1,58,HOU
2495872,2014,0,2,75,HOU
2495872,2013,0,3,47,HOU
2506314,2016,11.5,1,29,MIA
2552492,2016,0.5,1,23,MIA
2539237,2015,1,1,70,LV
2539237,2014,0,1,47,LV
2539237,2013,0,1,25,LV
2543851,2016,0,1,44,KC
2543484,2016,5,1,32,CAR
2552317,2016,0,1,33,MIA
4483,2013,5,1,28,LA
2508110,2015,0,1,15,BUF
2508110,2014,0,1,76,BUF
2508110,2013,0,4,82,BUF
2539966,2013,0,1,45,PHI
2507817,2016,1,2,53,DET
2495507,2016,0,4,58,SEA
2495507,2015,0,2,50,SEA
2495507,2014,0,4,57,SEA
2495507,2013,0,8,48,SEA
2506779,2016,2,1,17,MIN
2543814,2015,0,2,120,BUF
2543814,2014,0,1,109,BUF
2495493,2015,7.5,2,30,KC
2555551,2016,0,1,22,TEN
2532871,2014,6.5,2,37,SEA
2532871,2013,2,1,40,SEA
2555345,2016,1,1,34,WAS
2552310,2016,2,1,72,SD
2552434,2016,1,1,45,MIA
2540287,2015,0,1,24,NYJ
2539293,2016,3,2,83,SF
2539293,2014,0.5,1,66,MIN
2506861,2016,0,4,57,TB
2506861,2015,0,4,49,MIA
2506861,2014,0,5,57,MIA
2506861,2013,0,4,60,MIA
2540153,2013,0,1,77,BAL
2555546,2016,0,1,28,SF
2553605,2015,1,2,8,BUF
2539233,2016,1,3,81,CIN
2539233,2015,0,2,32,CIN
2495184,2014,7.5,1,51,NO
2550145,2016,1,2,50,LA
496727,2016,3,2,93,GB
496727,2014,1.5,1,130,GB
2533459,2016,1,1,58,NO
71459,2015,0,1,14,NO
2506108,2013,0,4,78,WAS
2534834,2015,0,2,13,SEA
2495611,2015,0,1,110,WAS
2495611,2013,0,1,72,TB
2556445,2016,1,1,59,ATL
2553710,2016,0,1,11,WAS
2539277,2015,0.5,1,83,SD
2539277,2014,1,1,60,SD
2555547,2016,0,1,1,CIN
2534830,2016,1,2,89,DET
2534830,2013,0,1,3,NE
2532858,2014,1,1,21,NYG
2539196,2013,0,3,21,CAR
2541431,2015,0,1,46,ATL
2541431,2014,0,4,97,ATL
496963,2013,0,1,38,ATL
2532792,2016,0,1,39,ARI
2532792,2015,0,2,46,ARI
2550659,2014,0,1,8,DAL
2507167,2016,0,5,65,LV
2507167,2015,0,8,77,CIN
2507167,2014,1.5,4,95,CIN
2507167,2013,1,2,65,CIN
2550442,2014,0,1,10,LA
2495251,2013,0,1,56,SD
2507277,2014,0,1,48,MIA
496735,2016,0,1,62,HOU
496735,2015,0,2,58,HOU
496735,2014,0,3,57,HOU
2556475,2016,1,3,43,CLE
2555421,2016,8,1,22,JAX
2495503,2015,0,1,16,HOU
2495503,2014,0,4,49,DEN
2495503,2013,0,2,44,DEN
2552301,2015,4,1,26,ATL
2532804,2016,4,1,149,BUF
2532804,2015,0.5,2,77,TEN
2532804,2013,4,1,91,TEN
2552320,2016,0,1,76,KC
2543741,2016,1,1,53,SF
2543741,2015,1,1,57,SF
2506352,2016,2.5,3,106,CAR
2506352,2015,5.5,4,105,CAR
2506352,2013,4,2,123,CAR
2552427,2016,0,4,67,MIA
2507301,2015,1,1,63,DET
2507301,2014,2,4,71,DET
2507301,2013,0,3,101,BAL
2543571,2016,1,3,73,WAS
2543571,2015,0,2,81,WAS
2543571,2014,0,2,66,WAS
2495597,2014,0,1,49,DAL
2555313,2016,0,1,16,NYJ
2540164,2015,2,2,78,ARI
2543637,2015,1,1,12,DAL
2495617,2016,2,1,31,NYG
2495617,2015,0,2,55,CIN
2495617,2014,0,1,67,CIN
2495617,2013,0,1,20,CIN
2552592,2016,3,1,145,TB
2552592,2015,3,2,93,TB
2550557,2014,0,1,2,WAS
2495762,2016,2.5,2,114,PIT
2495762,2015,5,1,119,PIT
2495762,2013,3,2,126,PIT
2555378,2016,0,2,53,BAL
1681,2015,1,1,43,KC
2508132,2014,0,2,84,JAX
2505708,2016,0,2,79,IND
2505708,2015,1,5,75,IND
2505708,2014,0,5,87,IND
2505708,2013,0,1,64,DEN
2506112,2015,0,3,108,CLE
2506112,2014,3,1,93,CLE
2506112,2013,6.5,4,122,ARI
2499278,2016,0,1,103,LV
2499278,2015,4,1,122,LV
2499278,2013,1,2,54,SEA
2495488,2014,20.5,1,78,HOU
2539309,2016,1,2,64,LA
2539309,2014,2,1,105,LA
2539309,2013,1,1,53,LA
2539243,2016,0,2,91,TB
2539243,2015,0,2,87,TB
2539243,2014,0,1,50,TB
2555342,2016,0,1,60,LV
2507010,2013,8.5,1,60,SF
2543463,2016,11,1,73,LV
2552312,2016,2.5,1,109,MIN
2495338,2014,0,1,0,CIN
2541535,2015,0,2,95,ATL
2532940,2015,0,1,63,WAS
2532940,2014,1.5,1,109,WAS
2555366,2016,0,1,9,CHI
2534741,2016,0,4,57,TB
2534741,2014,0,1,8,TB
2534741,2013,0,3,40,TB
2506345,2016,0,1,66,CIN
2506345,2015,1,3,62,CIN
2506345,2014,0,3,63,CIN
2506345,2013,0,3,56,CIN
2505916,2014,0,1,47,NE
2539932,2016,0,3,57,CLE
2495101,2014,1,1,31,ARI
2552447,2016,0,1,56,CAR
2534566,2015,1,2,76,PIT
2534566,2014,0,1,42,PIT
2532800,2016,2,1,102,PHI
2532800,2014,2.5,1,104,BUF
2539320,2016,1,2,68,NO
2539320,2014,1,2,74,NO
2539320,2013,1,1,79,NO
2555531,2016,0,1,55,DAL
1037889,2015,0,1,38,ATL
1037889,2014,0,1,24,NYJ
2555280,2016,0,2,65,JAX
2506349,2014,10,1,40,DEN
2506349,2013,6,1,40,DAL
2507948,2013,2,1,27,KC
2504844,2016,5,1,53,PIT
2504844,2015,5,1,40,PIT
2504844,2013,2,1,30,CIN
2555550,2016,1,2,30,DEN
2543470,2016,0.5,5,80,GB
2543470,2015,3,2,100,GB
2543470,2014,1,1,92,GB
2506268,2016,12.5,1,76,BUF
2541202,2016,0,4,69,ARI
2541202,2013,0,3,44,KC
2543776,2014,1,1,18,TEN
2505510,2015,0,1,5,ARI
2508080,2016,0,2,48,SEA
2508080,2015,0,5,64,SEA
2508080,2014,0,1,97,SEA
2508080,2013,0,5,105,SEA
496903,2013,0.5,1,84,SD
2495188,2015,0,1,5,DEN
2495188,2013,0,1,63,HOU
2543487,2014,1,1,10,NE
4515,2013,2,1,19,WAS
2555386,2016,1.5,1,70,PIT
2539653,2016,0,2,61,ATL
2539653,2015,0,2,53,ATL
2539653,2014,0,3,31,ATL
2539653,2013,0,2,40,ATL
2552615,2015,0,3,45,NO
496895,2013,0.5,1,63,IND
1344,2015,2,1,36,SEA
2530868,2015,0,2,2,MIN
2540197,2016,0,2,35,BUF
2540197,2013,3,1,39,BUF
2495807,2016,0,1,110,SF
2495807,2014,1,4,86,SF
2495807,2013,1,2,110,IND
2532869,2016,0,3,74,CIN
2532869,2015,0,1,47,CIN
2532869,2014,0,3,74,CIN
2532869,2013,0,1,66,CIN
496843,2013,2,1,27,NYG
2495669,2015,0,3,26,NYG
2495669,2014,1,1,21,NYG
2495669,2013,0,2,37,NYG
2495262,2016,1,1,83,SF
729,2014,0,1,71,KC
729,2013,0.5,1,27,KC
2507843,2016,0,1,86,CIN
2507843,2015,1,1,98,CIN
2507843,2013,4,2,57,CIN
496833,2013,5,1,47,GB
79901,2016,0,1,37,IND
79901,2015,0,4,48,IND
79901,2014,0,4,42,IND
79901,2013,0,1,46,IND
1037852,2015,1.5,1,24,LA
2533060,2016,0,3,46,CIN
2533060,2014,0,3,23,CIN
2533060,2013,1,3,30,CIN
2555277,2016,0,1,51,NYG
1298,2016,0,2,43,PHI
1298,2015,0,2,32,BUF
1298,2014,0,4,48,BUF
1298,2013,0,1,72,BUF
2552573,2016,0,2,31,ATL
1302,2016,0,3,43,DEN
1302,2015,0,3,45,DEN
1302,2014,1,4,64,DEN
1302,2013,0,4,41,NE
2532331,2015,0,1,85,SF
2532331,2014,0,2,87,SF
2539334,2016,2,1,31,ATL
2539334,2015,1,1,42,ATL
2539334,2014,0,3,61,ATL
2539334,2013,0,2,70,ATL
2505583,2015,0,1,31,DET
2505583,2014,0,1,51,DET
2532928,2015,0.5,2,36,HOU
2539978,2013,2,1,57,CHI
2543869,2015,0,1,58,NYG
2543830,2016,2,2,53,CAR
2543830,2014,0,1,26,CAR
2506279,2014,1,2,42,CLE
2506279,2013,0,4,41,BUF
2495504,2016,0,3,51,ARI
2495504,2015,0,2,35,ARI
2495504,2014,1,3,50,ARI
2495504,2013,0,3,42,ARI
2532832,2014,0,1,15,NE
2532832,2013,0,1,40,NE
2550299,2014,1,1,5,WAS
2495545,2013,0,1,93,NYG
2495272,2016,0,2,69,TB
2495272,2015,0,2,79,TB
2495272,2014,0,3,43,CHI
2495272,2013,0,3,90,CHI
2495988,2014,0,1,106,CLE
2495988,2013,0,2,73,SF
2541832,2016,0,1,23,DAL
2541832,2015,0,2,25,DAL
2541832,2013,0,1,60,DAL
2495920,2014,8,1,62,NE
2535687,2013,0,1,3,MIA
2556278,2016,0,1,22,DEN
2550412,2014,0,2,30,NO
2550631,2016,0,1,20,HOU
2495491,2016,2,1,21,IND
2495491,2014,4,1,20,NE
2495491,2013,1,1,49,TEN
2543459,2015,3.5,1,68,MIN
1974,2016,0,6,55,HOU
1974,2015,0.5,1,61,HOU
1974,2014,0,4,57,NYG
1974,2013,0,4,35,KC
2532937,2015,2,1,32,SD
2533048,2016,11,1,52,GB
2505207,2014,1,1,17,PIT
2505010,2014,7,2,44,GB
2505010,2013,7,1,45,CHI