Player Id,Year,Rushing TDs,Rushing Yards,Rushing Attempts,Fumbles,Team
2506613,2014,0,5,2,1,SEA
2556466,2016,1,223,55,0,TB
2552588,2016,0,-2,3,1,GB
2495258,2016,6,402,121,1,MIN
2495258,2015,0,112,29,0,MIN
2495258,2014,9,570,164,1,MIN
2495258,2013,3,166,44,1,MIN
2527672,2016,0,2,2,0,SEA
2527672,2015,1,1,4,1,SEA
2527672,2014,0,2,1,0,SEA
2552600,2016,0,14,5,0,PHI
2535698,2016,0,7,1,0,DAL
2540142,2013,2,4,4,0,NYJ
2536044,2016,2,47,17,0,LV
2536044,2015,1,110,24,0,LV
2536044,2014,0,0,2,0,LV
2536044,2013,0,6,3,0,LV
80429,2016,0,-1,1,0,KC
80429,2015,0,14,3,0,KC
2495979,2016,4,343,98,0,PIT
2495979,2015,11,907,200,3,PIT
2495979,2014,0,219,62,1,CAR
2495979,2013,3,843,201,1,CAR
2533544,2013,0,14,2,0,TB
497145,2016,0,6,3,0,CHI
497145,2015,4,311,90,1,DET
497145,2014,7,860,223,5,DET
497145,2013,8,650,166,4,DET
2556477,2016,0,1,8,0,SEA
2534770,2016,0,105,23,0,HOU
2534770,2015,1,282,56,0,HOU
2534770,2014,0,153,39,0,HOU
2534770,2013,1,73,21,0,HOU
2552578,2015,0,2,1,0,IND
2553743,2015,0,5,2,0,SEA
79589,2015,0,4,2,0,SD
2506109,2016,1,14,16,2,PIT
2506109,2015,0,29,15,1,PIT
2506109,2014,0,27,33,5,PIT
2506109,2013,1,99,27,3,PIT
2505996,2016,0,-9,21,0,NYG
2505996,2015,0,61,20,3,NYG
2505996,2014,1,31,12,0,NYG
2505996,2013,0,36,18,3,NYG
80674,2014,1,50,14,0,CAR
80674,2013,0,240,49,1,CLE
2552461,2016,1,358,73,1,CLE
2552461,2015,0,379,104,0,CLE
2552635,2016,3,460,99,3,WAS
2552635,2015,3,490,144,4,WAS
4263,2013,0,0,2,2,TEN
2550162,2016,0,-6,2,0,CIN
2550162,2014,0,30,3,0,CIN
4433,2016,0,0,2,0,SEA
4433,2015,0,36,10,0,LV
4433,2014,0,85,21,1,LV
4433,2013,2,218,46,0,LV
262,2016,1,95,25,0,ARI
262,2015,3,814,196,2,ARI
262,2014,1,663,155,1,NYJ
262,2013,6,1077,279,2,TEN
768,2013,0,10,1,0,BUF
2533437,2016,0,81,23,0,SD
2533437,2016,0,50,18,0,MIN
2533437,2015,7,863,207,2,DEN
2533437,2014,3,434,106,1,DEN
2533437,2013,1,218,55,2,DEN
2540160,2013,0,18,1,0,WAS
497288,2013,0,15,5,0,LV
2540020,2016,1,357,92,0,DET
2540020,2015,0,133,43,1,DET
2540020,2014,0,51,20,0,DET
2540020,2013,1,25,9,0,DET
2554138,2015,0,5,1,0,SEA
2501863,2015,0,-6,6,0,DEN
2501863,2014,0,-24,24,3,DEN
2501863,2013,1,-31,32,5,DEN
2552469,2016,10,997,254,2,SD
2552469,2015,0,641,184,5,SD
2540005,2013,0,-2,1,0,BAL
2550400,2016,0,5,2,0,DAL
2540237,2015,0,-6,1,0,MIN
2532797,2016,0,4,1,0,NE
2532797,2015,0,207,63,0,NE
2532797,2014,1,89,28,0,NE
2532797,2013,3,271,55,0,NE
2506472,2013,0,-5,1,0,LA
2539228,2016,0,22,8,1,BUF
2539228,2015,1,64,17,0,BUF
2539228,2014,1,52,16,0,BUF
2539228,2013,2,186,53,3,BUF
2507248,2013,0,0,1,1,MIA
2543457,2015,0,1,1,0,BUF
2543457,2014,0,8,2,0,BUF
2495207,2016,9,1287,293,3,TEN
2495207,2015,6,702,193,2,PHI
2495207,2014,13,1845,392,3,DAL
2495207,2013,9,1121,217,2,DAL
2539964,2014,0,8,3,0,BUF
2539964,2013,0,13,3,0,BUF
2507629,2013,0,1,1,0,ATL
2532956,2016,1,164,39,4,MIA
2532956,2015,1,141,32,2,MIA
2532956,2014,1,311,56,4,MIA
2532956,2013,1,238,40,3,MIA
2507141,2015,0,52,11,0,WAS
2507141,2015,0,12,4,0,SF
2507141,2014,2,222,45,0,NO
2507141,2013,2,549,147,0,NO
2553617,2016,1,28,9,0,PHI
2534871,2015,0,32,8,0,SEA
2534871,2013,0,3,2,0,SEA
2495455,2016,5,359,90,1,CAR
2495455,2015,10,636,132,4,CAR
2495455,2014,5,539,103,3,CAR
2495455,2013,6,585,111,1,CAR
2542022,2016,0,22,8,1,NYJ
2542022,2015,4,180,56,0,NO
2542022,2014,3,362,76,1,NO
2542022,2013,1,224,54,0,NO
2555316,2016,0,25,11,0,DEN
497110,2013,0,0,1,0,CLE
2525323,2014,0,48,1,0,MIN
2556805,2016,0,43,6,1,LV
1062,2016,0,10,2,0,NE
2534571,2016,0,63,17,0,NYG
2534571,2015,0,18,5,1,TB
2534571,2014,1,406,94,1,TB
2534571,2013,5,532,137,1,TB
2534571,2013,0,34,13,0,CLE
2553650,2016,1,164,32,0,JAX
2553650,2015,0,2,6,1,JAX
2495143,2016,4,184,46,5,CIN
2495143,2015,3,142,57,3,CIN
2495143,2014,4,169,60,2,CIN
2495143,2013,2,183,61,1,CIN
2506895,2016,0,-1,2,0,SD
2506895,2015,0,-1,1,0,SD
2506895,2013,0,64,23,2,LA
2539663,2016,8,577,101,0,BUF
2539663,2015,3,267,47,1,BUF
2539663,2013,0,21,6,0,MIA
1037347,2015,0,-1,1,0,CAR
2541544,2016,0,101,21,1,LA
2541544,2015,0,140,37,1,LA
2541544,2014,3,246,66,0,LA
2541544,2013,1,261,47,2,LA
2495340,2015,0,0,1,0,KC
2495340,2014,0,8,2,0,KC
2495340,2013,0,3,2,0,KC
2543682,2015,1,193,47,1,TEN
2543682,2014,2,569,152,2,TEN
2346,2013,0,19,2,0,WAS
2542246,2016,0,16,1,1,BUF
2542246,2015,0,0,1,1,BUF
2540168,2016,0,360,71,0,GB
2540168,2015,3,758,187,3,GB
2540168,2014,9,1139,246,3,GB
2540168,2013,11,1178,284,1,GB
2539322,2016,1,114,31,0,GB
2539322,2016,6,469,117,1,SEA
2539322,2015,0,192,39,0,SEA
2539322,2015,0,51,15,0,DAL
2539322,2014,0,175,34,1,SEA
2539322,2013,0,79,18,0,SEA
2499249,2016,0,2,1,0,CHI
2543847,2016,0,10,1,0,ARI
2543847,2015,0,22,3,0,ARI
2543847,2014,0,-6,3,0,ARI
2543664,2016,5,774,193,2,BAL
2543664,2015,0,180,46,0,BAL
2543664,2015,0,51,16,2,TEN
2543664,2014,4,673,171,1,CLE
2539308,2016,0,2,7,2,CHI
2539308,2014,0,0,3,0,PHI
2539308,2013,0,-2,2,0,PHI
2543750,2016,1,38,2,0,GB
497188,2016,8,661,155,3,PHI
497188,2015,6,539,106,3,PHI
497188,2014,3,330,74,1,SD
497188,2013,6,1255,285,2,SD
925,2016,1,40,12,0,KC
925,2015,4,364,71,2,KC
925,2014,9,1033,206,4,KC
925,2013,12,1287,259,4,KC
2550542,2016,0,129,29,0,DEN
2553457,2016,0,57,28,1,DEN
2553457,2015,0,-1,1,0,DEN
79629,2016,0,15,6,0,CIN
79629,2014,0,43,15,1,CIN
79629,2013,0,17,8,0,CIN
2552382,2016,0,39,18,1,LA
2552382,2015,0,17,4,0,LA
2532888,2016,1,51,20,0,LA
2532888,2015,0,5,12,2,LA
2532888,2014,0,35,10,0,HOU
2532888,2013,1,72,14,0,HOU
2543465,2015,3,192,44,3,MIN
2543465,2014,1,209,47,0,MIN
2533000,2013,0,0,1,0,JAX
2541161,2016,12,788,195,2,LV
2541161,2015,6,1066,266,3,LV
2541161,2014,2,424,82,1,LV
2543638,2016,0,29,4,0,KC
2543638,2015,1,34,9,0,KC
2543638,2014,1,113,14,0,KC
81294,2016,0,-2,7,2,CHI
81294,2015,0,44,15,0,HOU
81294,2014,0,39,24,2,CLE
81294,2013,0,16,6,0,CLE
927,2016,1,155,43,2,DEN
927,2016,0,38,13,0,DET
927,2016,0,98,31,0,BAL
927,2015,2,641,151,0,BAL
927,2014,8,1266,235,1,BAL
927,2013,0,31,6,0,JAX
2507591,2013,0,12,10,1,PIT
2555223,2016,4,612,174,2,DEN
2553895,2016,0,18,5,0,TB
2540011,2016,3,356,68,1,WAS
2540011,2015,0,216,35,1,WAS
2540011,2014,0,12,3,0,WAS
2495179,2014,0,-2,1,0,NYG
2495179,2013,1,57,2,0,NYG
2530515,2016,0,9,3,0,NE
2530515,2015,0,4,1,0,BUF
2539961,2014,0,-3,2,0,NYG
2539980,2016,2,157,18,0,ARI
2539980,2015,1,142,27,1,ARI
2539980,2014,0,246,53,1,ARI
497095,2016,0,53,20,1,MIN
497095,2015,0,39,26,4,PHI
497095,2013,0,31,15,1,LA
2540259,2013,0,43,6,0,CLE
2495611,2013,0,22,1,0,TB
2552379,2016,4,200,62,2,CHI
2552379,2015,6,537,148,0,CHI
2543828,2016,0,12,1,0,NYJ
2539205,2013,0,4,3,0,DAL
2495215,2014,1,16,4,0,MIN
2495215,2013,4,151,34,3,MIN
497320,2014,0,21,2,0,WAS
2552576,2016,0,-1,1,1,LA
2506546,2016,0,4,1,1,CAR
2506546,2015,0,-2,7,1,CAR
2506546,2014,0,24,8,2,CAR
2506546,2013,0,0,5,0,CAR
2495288,2014,0,3,2,0,DEN
2540178,2016,0,23,13,0,KC
2540178,2016,0,5,5,0,GB
2540178,2015,1,72,28,0,KC
2540178,2014,6,463,134,3,KC
2540178,2013,4,242,70,1,KC
2540267,2013,0,4,2,0,JAX
2541944,2016,0,9,1,0,TB
80425,2016,0,11,1,0,BUF
80425,2015,0,31,5,0,BUF
80425,2014,0,110,22,0,NYJ
80425,2014,1,92,11,0,SEA
2530990,2013,1,12,9,1,DAL
2543583,2016,11,1079,227,1,ATL
2543583,2015,11,1056,265,2,ATL
2543583,2014,1,248,65,1,ATL
2540258,2016,0,-5,1,0,KC
2555219,2016,0,32,11,0,NO
2543570,2014,2,86,29,0,JAX
2530703,2013,0,6,1,0,GB
2555432,2016,1,33,4,0,DEN
2539315,2016,0,12,4,0,ARI
2539315,2015,0,58,17,0,ARI
2539315,2014,1,208,63,0,ARI
2539315,2013,0,115,36,0,ARI
2543614,2016,0,-1,1,0,IND
2543614,2014,0,17,4,0,IND
2543477,2016,3,359,58,2,JAX
2543477,2015,2,310,52,5,JAX
2543477,2014,0,419,56,3,JAX
2540202,2014,0,-2,1,0,NO
2540202,2013,0,10,3,0,NO
2506871,2015,0,100,26,0,SEA
2506871,2014,2,525,141,0,BUF
2506871,2013,9,890,206,2,BUF
2550407,2015,0,20,5,0,IND
2550407,2014,0,18,10,0,IND
2539289,2016,2,129,27,0,PHI
2539289,2015,0,124,28,1,PHI
2539289,2013,0,7,6,0,CAR
2550206,2014,0,0,1,0,CIN
2550540,2016,1,34,7,0,CLE
2506147,2016,4,37,18,0,NO
2506147,2015,2,28,9,0,GB
2506147,2014,1,85,24,0,GB
2506147,2013,1,38,10,0,GB
2507918,2013,0,0,1,1,SEA
4487,2016,0,5,1,0,NE
382,2016,2,58,21,1,BAL
382,2015,3,23,13,3,BAL
382,2014,2,70,39,3,BAL
382,2013,1,131,27,0,BAL
2506821,2014,0,0,1,0,NYG
2506821,2013,0,0,1,0,NYG
2541834,2013,0,-8,1,0,NO
2543646,2015,0,7,1,0,SF
2543646,2014,1,28,6,0,SF
2504747,2013,0,5,1,0,IND
2506897,2014,1,36,6,0,ATL
2507596,2015,0,-1,1,0,BUF
2507596,2013,0,18,6,0,MIA
2495468,2013,0,9,2,0,DET
2533036,2014,0,9,3,0,MIA
2533036,2014,0,0,2,0,SF
2533036,2013,0,59,12,0,SF
80427,2016,1,60,1,0,PIT
80427,2013,0,26,3,0,IND
2533545,2015,0,11,6,0,JAX
2533545,2014,2,366,93,1,BAL
2533545,2013,2,436,152,0,BAL
1037847,2013,0,51,12,0,HOU
4383,2016,4,548,133,0,NO
4383,2015,4,375,96,0,NO
2553867,2016,1,82,8,0,WAS
2532835,2016,1,1,1,0,MIN
2505245,2016,0,38,14,5,ARI
2505245,2015,1,24,25,2,ARI
2505245,2014,0,25,8,1,ARI
2505245,2013,0,3,27,0,ARI
2533031,2016,2,341,64,3,IND
2533031,2015,0,196,33,1,IND
2533031,2014,3,273,64,4,IND
2533031,2013,4,377,63,1,IND
2506969,2016,0,-23,2,0,BAL
2506969,2015,0,7,1,0,BAL
497302,2016,0,-2,1,0,CIN
497302,2015,0,9,2,0,NE
497302,2014,0,13,2,0,NE
497302,2013,0,15,2,0,CAR
2555234,2016,0,3,1,0,HOU
2495461,2016,4,196,74,0,SF
2495461,2015,1,263,76,1,SF
2495461,2015,0,10,2,0,CLE
2495461,2014,0,19,10,0,SD
2495461,2013,0,2,4,0,BAL
2532790,2016,0,-3,2,0,SD
2532790,2015,0,12,4,0,CLE
2532790,2014,0,11,3,0,CLE
2532790,2013,0,45,1,0,CLE
2495338,2014,0,-1,1,0,CIN
71417,2016,0,0,1,0,DEN
2556697,2016,0,7,2,0,PHI
2507166,2016,0,98,14,0,CAR
2507166,2015,0,60,4,0,CAR
2507166,2014,0,6,3,0,ARI
2507166,2013,0,29,4,0,CAR
2543475,2016,0,35,6,0,JAX
2543475,2015,0,38,5,0,JAX
2543475,2014,0,9,3,0,JAX
2552582,2016,8,1272,260,4,MIA
2552582,2015,1,187,49,0,MIA
2539217,2016,0,96,34,0,ARI
2539217,2015,3,289,45,1,ARI
2539217,2014,3,660,201,2,ARI
2539217,2013,3,652,118,1,ARI
2553630,2016,0,5,2,0,JAX
2495469,2016,0,283,64,1,NE
2495469,2015,2,234,49,0,NE
2534566,2016,0,-2,1,0,TEN
234,2016,7,813,218,1,NYJ
234,2015,4,898,218,1,CHI
234,2014,6,1038,266,1,CHI
234,2013,9,1339,289,2,CHI
2555426,2016,0,-1,1,0,BUF
2532831,2013,0,14,1,0,TB
2543715,2016,2,539,159,0,MIN
2543715,2015,2,271,52,0,MIN
2543715,2014,0,538,113,0,MIN
2552647,2015,0,0,1,0,NO
2553568,2016,0,6,1,0,CHI
2532903,2015,0,4,1,0,MIA
2532903,2014,0,3,1,0,MIA
2508097,2016,0,0,2,0,CLE
2508097,2014,0,15,3,0,CLE
2508097,2013,0,3,2,1,CIN
2541903,2014,0,2,1,0,WAS
497208,2014,0,38,13,0,MIN
497208,2014,4,333,106,0,CLE
497208,2013,4,771,181,4,HOU
2495425,2016,0,3,6,0,IND
2495425,2015,0,-3,3,1,GB
2495425,2013,1,55,5,0,GB
497176,2015,0,44,20,0,JAX
497176,2014,2,326,101,1,JAX
497176,2013,2,283,36,1,MIN
2506400,2013,0,0,1,0,TB
2540145,2016,0,43,7,0,MIN
2540145,2015,0,15,2,0,MIN
2540145,2014,1,117,10,0,MIN
2540145,2013,3,158,12,0,MIN
2556528,2016,0,24,7,0,NE
2552033,2016,1,165,53,4,TB
2552033,2015,6,213,54,3,TB
2556462,2016,0,42,3,0,NYJ
2541311,2013,0,3,2,2,DET
2540269,2016,4,437,110,0,DEN
2540269,2015,5,720,152,2,DEN
2540269,2014,8,849,179,0,DEN
2540269,2013,0,38,7,0,DEN
79858,2016,0,-2,4,0,DAL
79858,2015,0,22,6,0,PHI
79858,2014,1,87,34,4,PHI
2506581,2016,0,130,33,3,NYJ
2506581,2015,2,270,60,2,NYJ
2506581,2014,2,184,50,2,HOU
2506581,2013,3,225,43,1,TEN
2539265,2016,2,344,74,0,CIN
2539265,2015,0,4,4,1,CIN
2539265,2014,1,27,9,0,CIN
2556411,2016,0,20,15,0,IND
2556414,2016,6,704,168,0,WAS
2540230,2016,1,22,5,0,BAL
2540230,2015,0,3,2,0,BAL
2552369,2016,0,19,5,0,NYJ
284,2016,0,87,24,0,DAL
284,2015,3,1089,239,3,DAL
284,2014,2,534,155,1,LV
284,2013,5,379,114,1,LV
2495188,2013,0,8,1,0,HOU
2532842,2016,0,-4,4,0,KC
2532842,2015,1,20,17,2,LA
2532842,2014,0,68,16,1,PHI
2532842,2013,3,221,57,2,PHI
2553725,2016,0,2,1,0,LA
2555151,2016,0,0,1,1,SD
2540156,2016,2,337,91,0,CIN
2540156,2015,2,730,154,0,CIN
2540156,2014,5,680,168,0,CIN
2540156,2013,5,695,170,1,CIN
2539341,2014,1,172,55,1,DEN
2539341,2013,4,559,120,2,DEN
2556190,2016,0,1,1,0,MIA
2530598,2015,0,2,1,0,BAL
2530598,2014,0,-1,2,0,DET
2530598,2013,0,40,2,0,DET
2555465,2016,0,-12,2,0,PIT
2534437,2015,1,9,4,0,NO
2534437,2014,0,22,8,0,NO
2539326,2013,1,107,19,2,GB
2540171,2015,4,315,76,1,DAL
2540171,2014,3,343,51,2,DAL
2540171,2013,2,164,54,0,DAL
2532921,2015,0,-1,1,0,CAR
2536532,2015,0,0,1,0,TB
2536532,2014,0,58,3,0,TB
2552471,2016,1,465,130,2,JAX
2552471,2015,2,740,182,0,JAX
2507237,2014,0,-1,1,0,TEN
2556214,2016,3,267,24,0,KC
2552636,2015,0,2,4,0,DET
2539987,2016,0,30,1,0,DAL
497326,2016,0,4,10,1,DET
497326,2015,0,41,6,0,DET
497326,2014,0,30,5,0,DET
497326,2013,0,31,3,0,SEA
222,2015,0,-6,1,0,TEN
2553432,2016,0,9,1,0,CHI
2553439,2016,1,50,19,1,SF
2553439,2015,0,58,35,0,SF
2504531,2015,0,99,20,1,PIT
2504531,2014,0,153,26,2,NYJ
2504531,2013,2,306,36,1,PHI
2556454,2016,0,27,10,0,NYJ
2543751,2016,0,0,1,1,CHI
497246,2015,0,0,1,0,NO
2495443,2016,0,-6,5,0,BAL
2495443,2015,0,4,1,0,BAL
2495443,2015,1,11,4,0,HOU
2495443,2014,0,-2,6,0,HOU
2550163,2016,0,72,3,0,BAL
2550163,2015,1,17,2,0,BAL
2495189,2014,0,86,4,0,NYJ
2495189,2013,0,11,4,0,NYJ
2550272,2016,1,50,2,0,KC
2550272,2015,0,26,5,0,KC
2495473,2016,1,158,33,1,NYG
2495473,2015,0,260,61,0,NYG
2495473,2014,2,391,96,0,NE
2495473,2013,1,208,44,1,NE
2539936,2013,0,183,49,0,HOU
2495441,2016,2,173,40,0,SF
2495441,2015,1,185,32,2,SF
2495441,2014,0,5,1,0,SF
2495441,2013,0,32,9,0,JAX
2541768,2014,0,-2,1,0,NE
2541768,2013,0,2,1,0,TB
264,2013,0,20,7,1,CIN
2539335,2016,0,9,2,0,NYJ
2539335,2015,0,34,2,0,NYJ
2539335,2014,1,238,59,5,NYJ
2539335,2013,6,366,72,3,NYJ
2539287,2016,0,-4,6,0,PIT
2539287,2015,0,-5,5,0,PIT
2555334,2016,1,16,8,0,LA
2495504,2013,0,21,4,0,ARI
2543746,2016,0,5,1,0,TB
2543746,2016,0,10,3,0,PHI
2543746,2014,0,7,1,0,PHI
2555461,2016,1,312,77,1,PHI
2506562,2016,0,3,4,0,TEN
2506562,2015,0,78,15,2,DAL
2506562,2014,0,18,9,2,MIN
2506562,2013,1,57,18,1,MIN
81300,2013,0,-2,3,2,NYG
2541832,2015,0,2,1,0,DAL
2543497,2015,0,31,14,1,CIN
2551247,2014,0,16,9,0,PIT
252,2016,0,-2,1,0,JAX
252,2014,0,25,4,0,JAX
252,2013,0,77,27,1,JAX
2553467,2016,0,7,1,0,IND
2543801,2016,0,6,10,1,NE
2543801,2015,0,-5,5,0,NE
2543801,2014,0,9,10,0,NE
2507999,2016,3,439,117,5,JAX
2507999,2015,7,1070,247,3,NYJ
2507999,2014,6,821,198,2,NYJ
2507999,2013,3,833,182,2,NYJ
2555220,2016,0,4,2,0,SD
2507278,2014,1,9,5,0,TEN
2507278,2013,1,142,36,0,TEN
79555,2016,0,55,22,1,MIA
79555,2015,1,163,63,2,HOU
79555,2014,8,1246,260,2,HOU
79555,2013,1,542,121,0,HOU
2539275,2014,0,49,10,1,TB
2539275,2013,0,37,27,4,TB
2495448,2016,0,33,10,0,GB
2495448,2015,0,50,13,0,GB
2495448,2014,0,37,11,0,GB
2495448,2013,0,78,4,0,GB
2543466,2016,1,1,1,0,DET
2495471,2016,2,560,129,0,TB
2495471,2015,0,41,14,0,CHI
2495471,2014,1,217,58,1,ATL
2495471,2013,2,332,96,0,ATL
2506363,2016,4,369,67,3,GB
2506363,2015,1,344,58,0,GB
2506363,2014,2,269,43,3,GB
2506363,2013,0,120,30,1,GB
2556415,2016,0,0,1,0,GB
2533436,2016,2,131,30,2,HOU
2533436,2015,1,61,21,1,DEN
2533436,2014,0,0,8,0,DEN
2533436,2013,0,2,3,0,DEN